0.000000	1.290158
0.010000	1.704624
0.020000	1.133520
0.030000	1.872889
0.040000	1.925556
0.050000	1.288154
0.060000	1.164047
0.070000	1.439371
0.080000	1.639431
0.090000	1.406442
0.100000	1.630267
0.110000	1.314212
0.120000	1.666927
0.130000	1.627118
0.140000	1.478249
0.150000	1.120865
0.160000	1.836644
0.170000	1.667096
0.180000	1.438222
0.190000	1.698694
0.200000	2.156944
0.210000	2.911950
0.220000	2.534931
0.230000	2.192677
0.240000	2.131303
0.250000	2.970649
0.260000	2.283913
0.270000	2.820371
0.280000	2.999700
0.290000	2.601062
0.300000	2.272519
0.310000	2.852948
0.320000	2.173099
0.330000	2.312304
0.340000	2.543449
0.350000	2.325702
0.360000	2.305182
0.370000	2.436563
0.380000	2.370213
0.390000	2.838215
0.400000	3.731763
0.410000	3.729409
0.420000	3.771073
0.430000	3.218003
0.440000	3.439595
0.450000	3.583485
0.460000	3.403713
0.470000	3.849537
0.480000	3.903753
0.490000	3.307511
0.500000	3.167742
0.510000	3.326987
0.520000	3.261953
0.530000	3.379799
0.540000	3.020902
0.550000	3.516259
0.560000	3.729724
0.570000	3.462083
0.580000	3.438901
0.590000	3.243948
0.600000	4.972472
0.610000	4.831637
0.620000	4.860738
0.630000	4.969030
0.640000	4.272477
0.650000	4.007613
0.660000	4.797171
0.670000	4.407275
0.680000	4.686293
0.690000	4.938703
0.700000	4.115007
0.710000	4.745753
0.720000	4.850157
0.730000	4.386990
0.740000	4.249649
0.750000	4.788257
0.760000	4.110753
0.770000	4.399665
0.780000	4.167864
0.790000	4.729798
0.800000	5.452284
0.810000	5.535249
0.820000	5.549403
0.830000	5.998693
0.840000	5.311242
0.850000	5.466656
0.860000	5.800507
0.870000	5.219533
0.880000	5.991091
0.890000	5.424642
0.900000	5.082953
0.910000	5.473015
0.920000	5.610281
0.930000	5.139330
0.940000	5.655778
0.950000	5.565609
0.960000	5.990338
0.970000	5.006322
0.980000	5.268129
0.990000	5.702658
1.000000	6.876930
1.010000	6.319030
1.020000	6.268620
1.030000	6.954708
1.040000	6.436139
1.050000	6.028400
1.060000	6.621910
1.070000	6.766622
1.080000	6.426148
1.090000	6.002266
1.100000	6.338733
1.110000	6.123267
1.120000	6.342846
1.130000	6.128967
1.140000	6.874579
1.150000	6.667661
1.160000	6.341620
1.170000	6.569962
1.180000	6.153951
1.190000	6.867695
