9.54113738	86.62123964
55.30999466	33.93141158
12.28181208	60.68883942
0.19706386	18.23858856
12.09607889	44.65589548
27.382204	83.32228366
6.17868897	11.54979606
20.25062636	50.76558655
78.04665639	47.33536697
57.35124564	79.87670593
50.57345792	51.94256734
97.20143768	46.61151687
36.83991441	85.93471854
31.90157671	20.50905247
41.05609166	68.8155154
23.57659165	34.07616685
43.49897733	88.88455865
81.56532988	6.15935574
88.3930819	97.01442643
19.90746151	87.52303752
5.85341913	6.35476123
77.00189863	93.9935439
92.18712435	28.24922405
77.35782587	88.1972725
43.77253724	40.70359882
22.88981147	20.73432896
6.00759715	53.74952677
14.49923111	48.6061996
24.21214266	50.72528792
68.79491504	45.76098927
20.89932295	63.74232702
81.9938473	4.26519263
57.80731855	67.80890123
10.79659466	84.62229409
11.6187552	27.92862837
41.46258725	65.57916299
71.27847275	26.31304922
47.99801034	22.00084047
61.05417743	25.64072508
48.47338056	19.82404775
22.83880306	82.70373669
90.33167375	64.98568062
96.81017548	71.05642664
6.83435467	84.8476135
49.48603241	29.87602347
45.35421302	91.49115859
25.98716461	88.28839692
19.1464439	22.72546452
36.05161309	38.29832618
30.50713433	87.93157485
50.13143433	23.30799503
74.88517087	64.29886728
56.62650044	52.93375543
91.22177918	57.40350502
91.19026117	19.73125211
14.26270507	71.26574636
35.02558748	51.41403995
58.43781128	13.2573196
12.35393184	26.03292147
73.82215738	16.40578309
82.21892734	77.2364114
47.37200249	96.8210011
40.43477902	39.10637856
11.71125613	56.92864627
7.76615799	43.58706286
30.26008304	52.92341683
43.96195407	69.50017111
83.43801187	8.56867209
29.10453609	78.90035104
21.52350205	44.10518149
90.4849782	63.58037621
38.05901794	56.74134423
55.46894764	94.14985146
35.7221177	18.63971968
51.11585087	69.2164393
7.11979136	27.04728923
15.12717313	73.3276662
51.24400243	54.22589026
27.49451012	34.20303745
42.05997807	85.31124157
78.45204697	37.06617662
98.93659193	1.76465764
8.6785255	33.00822592
85.87496225	0.48263196
91.3321647	55.97189198
48.11795852	59.13573189
39.74561443	53.57763328
87.92258088	62.74396592
47.0825048	79.62998046
38.60663041	37.58644393
88.25067503	58.50454362
87.48288542	51.28806299
14.10807265	99.2741091
15.12575303	44.16282932
76.43963663	98.47293647
38.51138785	71.29874763
12.40125139	97.59138767
98.86528157	97.91843443
22.75166447	86.32499312
54.93055926	72.80502568
88.98743233	44.43475591
33.46089109	19.64937293
47.24441746	37.84356323
86.82824193	49.34291912
99.76580628	67.97184311
91.73392471	43.5068185
92.97264062	46.55755664
55.14818039	47.57813014
60.30181936	79.491579
29.04653302	28.04191343
1.48112294	39.76972945
17.25367157	9.17726136
94.19576474	12.12676696
62.77183428	40.61963523
68.7952168	15.95072582
21.42690218	51.00791964
4.4664887	36.85459602
10.30604195	9.63960684
37.24034318	57.28094031
36.52321835	56.35102348
35.17213735	24.98188887
60.48409396	52.16894658
73.03269988	48.34609171
98.99188473	1.88991861
98.97237553	5.64844614
77.77208581	17.89432841
55.09073891	71.00460363
25.4506655	94.70898073
77.04028249	35.56429899
40.27772414	99.49508602
49.53379685	26.62042347
60.34439852	39.30918634
73.41230809	44.45438016
17.44791655	32.81465456
43.07520767	28.80812867
56.68082204	92.34412794
9.59273558	77.00390548
4.27705045	65.36832515
8.64485755	38.24357893
5.43307006	77.55365589
71.81531059	82.80855445
92.27220678	77.94217285
84.68630801	88.96073217
4.9761312	13.53758702
12.29357676	92.26230886
47.3524177	14.41661849
80.38494637	63.42270383
67.22269297	74.05001999
62.20036355	62.96678828
88.83323253	79.93721076
64.32594539	20.63507396
48.80157598	13.70891532
97.98005872	44.43864803
12.05656643	94.96662878
82.33055195	34.65822478
20.83197664	47.46664217
90.69009194	67.88813525
26.46743176	67.75299344
87.08814063	97.47392475
62.39533983	89.44040906
26.00518388	66.91001984
89.95163606	97.05141901
5.94957053	48.12833502
12.48753605	11.87179368
9.2736379	43.8782071
54.52615123	2.28693412
27.87235925	64.67350153
90.14222043	18.90129501
11.22032878	72.77971888
60.71673665	15.51808192
82.68239227	28.38944242
29.52114217	26.64744526
6.42285959	56.32428936
99.09627659	7.94281122
59.22482008	86.97089406
88.21838297	7.78399512
31.73703719	35.58608527
57.65318998	18.99740573
19.20489353	41.63187732
27.31079543	82.87235744
10.72078261	15.58450342
20.99895699	11.96890722
75.26979802	43.33041323
27.05741718	68.96007622
27.48174085	20.47953745
27.59117862	98.23774731
35.51074115	35.63246242
45.43595362	84.26677099
55.19962933	6.07243302
56.44452383	49.65944804
54.55818307	88.4850035
57.24419293	81.73804846
30.62646473	28.8484266
71.69337238	15.17547352
16.15911541	12.31513175
6.53630728	81.55179764
23.68192625	4.83541423
90.06724512	25.94828868
28.94476603	3.5609062
22.25692416	83.35931981
